canonical_form,surface_forms,unit_type,pos,sense_id,meaning_fr,meaning_fr_official,meaning_fr_alt,contexte_en,fr_status,definition_en,occurrences,book_count,dispersion,zipf_need,aoa_component,fr_opacity,sense_surprise,confidence,score_comprehension,score_reuse,score_default,needs_review,recovery_route,recovery_reason,candidate_senses,review_action,pknown_test,aoa_test,cefr_test,zipf_wordfreq_en,zipf_freqzipfus
blanket,blanket,word,n,blanket.n.01,couverture,couverture,,"(Rubbing Aimee’s back) You’ll find someone new . . . Oh yeah, the meds she’s on—she gets in three good naps a day / . . . where’s her—do you mind looking for her blanket? Deirdre helps adjust Momo on the couch. Brigid goes in search of the blanket. I mean it, hey, I’m serious, you’re gonna find someone new— || places it in the windowsill. She exits. Erik finds the blanket near the couch. Puts it on the table. He goes back to picking up the pots and pans that fell. Having cleaned up the pots and pans, Erik searches for the specific pan they brought; finding it, he exits the kitchen and places the pan on the table by the blanket when—",auto_strong,bedding that keeps a person warm in bed,9,9,9,0.5,0.5,0.765,0.174,0.0,0.516,0.54,0.528,True,,,blanket.n.01/blanket.n.02/blanket.n.03,,1.0,3.61,A2,4.07,4.113
bless,blessed,word,a,blessed.a.01,,béni,heureux/favorisé,"Yes, / please . . . Dad, will you lead us? . . . I like this, being twice blessed . . . Sure, sure, how about . . . . . . to the Blake family Thanksgiving . . .",auto_strong,highly favored or fortunate (as e.g. by divine grace),1,1,1,0.5,0.5,0.778,0.5,0.0,0.514,0.542,0.528,True,,,beatified.s.01/blasted.s.01/blessed.a.01/blessed.s.01/blessed.s.04/blessed.s.05,,1.0,5.33,B1,4.17,4.544
cheek,cheeks,word,v,cheek.v.01,joue,,,"That sorely has my heart beguiled Yeah, it better be me. Her pale white cheeks her skin of snow, I will not rest till she comes to call Lay down your fears and raise your glass.",pending,speak impudently to,1,1,1,0.5,0.5,0.778,0.5,1.0,0.514,0.542,0.528,True,,,cheek.v.01,,0.99,5.06,A2,3.96,3.855
stick,stuck,word,v,stay.v.02,,rester,rester sur place,"I’m not opening anything until the moving truck gets here— Is it in transit or / is it still— No, no it’s still stuck in Queens—Rich knows the details, but—now with the parade traffic, they won’t guarantee their mechanic’ll fix it before tomorrow . . . Brigid finds what she has been looking for: a bag with several wrapped objects. What’s all that? || (To Brigid) okay?—everyone’s okay . . . I’m okay, stay here . . . (To Richard) Would you let them in upstairs?",auto_strong,stay put (in a certain place),1,1,1,0.5,0.5,0.636,0.778,0.0,0.535,0.52,0.528,True,,,adhere.v.04/adhere.v.06/cling.v.01/lodge.v.02/perplex.v.01/stand_by.v.03/stay.v.02/stick.v.04/stick.v.05/stick.v.08/stick.v.09/stick.v.10/stick.v.11/stick.v.12/stick.v.13/stick.v.15,,0.99,3.89,B1,4.76,4.987
unhappy,unhappy,word,a,unhappy.a.01,,malheureux,triste/mécontent,"That’s endearing . . . I know . . . I dunno, we were happy without making it so official, so / . . . I dunno . . . Yeah, well . . . Carol and I broke up because . . . we were unhappy? . . . and now I’m [wondering] . . . maybe loving someone long-term is more about . . . || . . . and now I’m [wondering] . . . maybe loving someone long-term is more about . . . deciding whether to go through life unhappy alone . . . or unhappy with someone else? Richard can draw up a list of reasons why your breakup was a good thing, if you want . . . / I can ask him to draft a very long list—",auto_strong,experiencing or marked by or causing sadness or sorrow or discontent,3,3,3,0.5,0.5,0.875,0.143,0.0,0.498,0.556,0.527,True,,,dysphoric.a.01/infelicitous.s.01/unhappy.a.01/unhappy.s.01,,1.0,4.89,A2,4.06,4.218
candle,candle/candles,word,n,candle.n.01,bougie,bougie,,"We know, yes . . . “return to the slums” . . . It’s not the slums anymore . . . Oh man, that store—on the corner of Eldridge?—we went in to get you a candle— Don’t tell her that, Erik, we didn’t end up buying it— The most expensive candles I’ve ever seen in my life. || Ha, I am, it’s for you and Rich. Open it downstairs . . . Is it . . . a fancy candle? Yeah, smart-ass, I’ll give you a fancy candle . . . keep walking . . . DOWNSTAIRS: Aimee unwinds with a glass of wine. How’s the law firm, Aimee?",validated,stick of wax with a wick in the middle,10,10,10,0.5,0.5,0.833,0.0,0.0,0.504,0.55,0.527,True,,,candle.n.01/candle.n.02,,1.0,5.37,B1,3.88,3.905
overcome,overcome,word,v,overwhelm.v.01,,submerger,envahir/accabler,"Deirdre—unseen by anyone— a van’s good then that’s fine is silently overcome with emotion, . . . uh-huh . . . yeah, uh- covers her face to stifle sobs.",auto_strong,"overcome, as with emotions or perceptual stimuli",1,1,1,0.5,0.5,0.647,0.742,0.0,0.531,0.522,0.527,True,,,get_the_best.v.01/get_the_better_of.v.01/overcome.v.02/overwhelm.v.01,,0.99,8.0,B1,4.27,3.793
congenial,congenial,word,a,congenial.a.01,agréable,,,"The fear of old age The fear of death The subject of the “uncanny” . . . belongs to all that is terrible—to all that arouses dread and creeping horror . . . The German word [for “uncanny”], unheimlich, is obviously the opposite of heimlich . . . meaning “familiar,” “native,” “belonging to the home”; and we are tempted to conclude that what is “uncanny” is frightening precisely because it is not known and familiar . . . [But] among its different shades of meaning the word heimlich exhibits one which is identical with its opposite, unheimlich . . . on the one hand, it means that which is familiar and congenial, and on the other, that which is concealed and kept out of sight. The mask. Look at the mask! Sand, crocodile, and fear above New York.",pending,suitable to your needs; ; - T.L.Peacock,1,1,1,0.5,0.5,0.765,0.5,1.0,0.512,0.54,0.526,True,,,congenial.a.01/congenial.s.01,,0.97,12.59,,2.57,2.371
pipe,pipes,word,n,pipe.n.02,tuyau,tuyau,canalisation/tuyauterie,"No . . . / no it is not . . . —you sure? You gonna bring out a crystal ball later? Surreal jarring clank of pre-war pipes. The noise covers Deirdre opening the bathroom door. The girls return from the kitchen, laughing. (Regarding their laughing)",auto_strong,a long tube made of metal or plastic that is used to carry water or oil or gas etc.,1,1,1,0.5,0.5,0.714,0.6,0.0,0.52,0.532,0.526,True,,,organ_pipe.n.01/pipe.n.01/pipe.n.02/pipe.n.03/pipe.n.04,,0.99,8.17,B1,4.25,4.287
rude,rude,word,a,ill-mannered.s.01,,impoli,mal élevé/malappris,"—it’s fine—in my early thirties—I was depressed for a bit, so—I’m fine now, just took me a while to get up and running again, but . . . I’ve been better for years, it’s why I’m comfortable talking about it . . . You take medicine for that? Dad, that’s rude / to ask— It’s okay. Sorry, hey, sorry, just . . . in our family we don’t, uh, we don’t have that kinda depression.",auto_strong,socially incorrect in behavior,1,1,1,0.5,0.5,0.846,0.333,0.0,0.5,0.552,0.526,True,,,crude.s.03/ill-bred.s.01/ill-mannered.s.01/natural.s.03/uncivil.a.01,,0.98,7.11,A1,4.25,4.343
fancy,Fancy/fancy,word,v,fancy.v.02,,,,"Really nice . . . It’s good, right?—I can set up my music workspace downstairs so I won’t drive Rich crazy. This is a fancy chair . . . Erik, check out this fancy chair . . . I thought all your furniture was on the moving truck. It is—Richard’s parents gave us that—a couch, too . . . we’re not sure if the living area’ll be up here or—this might become the bedroom . . . || Thank you, Richard . . . champagne’ll make the cups feel fancy. Erik enters the bathroom. Dad . . . ?",pending,have a fancy or particular liking or desire for,6,6,5,0.5,0.5,0.5,0.75,0.0,0.551,0.5,0.526,True,,,fancy.v.02/visualize.v.01,,0.99,7.17,B1,4.35,4.542
shift,shift,word,v,switch.v.04,,changer,modifier/faire évoluer,"Well, no, no, it’s a good point, I just don’t think being messed up is necessarily linked to how much money is in your bank account. Of course . . . Yeah, but it can shift your priorities in ways that aren’t good.",auto_strong,make a shift in or exchange of,1,1,1,0.5,0.5,0.692,0.639,0.0,0.522,0.529,0.526,True,,,careen.v.02/lurch.v.02/shift.v.02/shift.v.05/shift.v.06/shift.v.07/shift.v.10/shift.v.11/shift.v.12/stir.v.02/switch.v.03/switch.v.04/transfer.v.04,,0.99,9.17,B1,4.57,4.358
deep,deep,word,a,deep.a.03,,,,"The apartment’s pre-war features have been coated in layers of faded off-white paint, rendering the space curiously monotone. The rooms are worn, the floors are warped, but clean and well kept. The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined. UPSTAIRS: two rooms divided by an open entryway. The room with the staircase also has the apartment’s lone, large deep-set window with bars. The window gets no direct sunlight. An urban recliner is the only piece of furniture upstairs. The other room has a door that leads to the duplex’s sole bathroom. DOWNSTAIRS: two windowless rooms divided by an even larger open entryway—with a different floorplan than upstairs. A small kitchen alley is wedged awkwardly behind the spiral staircase. The other room is dominated by a modest folding table. The table is set with six paper plates and napkins with turkeys on them. Plastic silverware. Scattered moving boxes. Not much else. The apartment is a touch ghostly, but not in a forced manner; empty pre-war basement apartments are effortlessly uncanny. || level will be good, Mom won’t be climbing stairs— It doesn’t sound good, Dad / —it sounds like you’re in a deep hole— I’m working it out, Aimee— Do you have anything saved? Dad, do you have any / savings?—",pending,having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination,4,4,4,0.5,0.5,0.5,0.823,0.0,0.551,0.5,0.526,True,,,abstruse.s.01/bass.s.01/cryptic.s.01/deep.a.01/deep.a.03/deep.s.01/deep.s.02/deep.s.03/deep.s.05/deep.s.06/deep.s.07/deep.s.09/deep.s.10/deep.s.13/thick.s.05,,0.99,5.47,B2,5.05,4.883
neighborhood,neighborhood,word,n,vicinity.n.01,quartier,,,"Me too, but . . . why are there bars on the window? Is the neighborhood dangerous? No that’s standard for a (Smiling) || You bought us a lantern? (Calling up) I bought it. After what the hurricane did to this neighborhood . . . you can’t be without light, not in a basement apartment. DOWNSTAIRS: Richard and Erik take care of final table arrangements. UPSTAIRS: Deirdre and Aimee and Brigid sift through her care-package box.",pending,a surrounding or nearby region,2,2,2,0.5,0.5,0.8,0.333,0.0,0.506,0.545,0.526,True,,,neighborhood.n.02/neighborhood.n.04/region.n.04/vicinity.n.01,,0.99,6.47,B1,4.5,4.564
hallway,hallway,word,n,hallway.n.01,,couloir,corridor,"and Erik confer about at me? something in the hallway or next room. I said: bring down the napkins || . . . down the stairs . . . . . . he flips the fuse box switches again to no avail. The rumble continues. Erik heads down the hallway toward the origin of the noise when— —a new kind of thud coming from the basement hallway halts his progress— Erik pushes through his anxiety, opens the basement door; fluorescent light from the hallway spills in—",auto_strong,an interior passage or corridor onto which rooms open,7,7,7,0.5,0.5,0.857,0.0,0.0,0.497,0.554,0.525,True,,,hallway.n.01,,0.99,5.38,,3.72,3.98
upsetting,upsetting,word,a,disconcerting.s.01,,dérangeant,perturbant/déconcertant,"It was an American cockroach, they’re huge / okay?—don’t get so upset— Ewwwww . . . A cockroach the size of a mouse is upsetting! DOWNSTAIRS: Momo wakes up, stumbles off the couch, slowly plods to the kitchen . . . Ahhhh, I can’t be up here || Mm-hmm . . . Shower in holes. They all stifle laughter, acknowledge the remark; it’s funny, but also a little upsetting. They eat. Aimee starts laughing.",auto_strong,causing an emotional disturbance; - Herb Caen,2,2,2,0.5,0.5,0.714,0.5,0.0,0.518,0.532,0.525,True,,,disconcerting.s.01,,1.0,,,3.57,3.632
downstairs,DOWNSTAIRS/downstairs,word,a,downstairs.a.01,,,,"The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined. UPSTAIRS: two rooms divided by an open entryway. The room with the staircase also has the apartment’s lone, large deep-set window with bars. The window gets no direct sunlight. An urban recliner is the only piece of furniture upstairs. The other room has a door that leads to the duplex’s sole bathroom. DOWNSTAIRS: two windowless rooms divided by an even larger open entryway—with a different floorplan than upstairs. A small kitchen alley is wedged awkwardly behind the spiral staircase. The other room is dominated by a modest folding table. The table is set with six paper plates and napkins with turkeys on them. Plastic silverware. Scattered moving boxes. Not much else. The apartment is a touch ghostly, but not in a forced manner; empty pre-war basement apartments are effortlessly uncanny. At lights: || Oh. No, I think someone from a higher floor just emptied their ashtray. Richard searches for the paper towels. Erik is glued to the window. DOWNSTAIRS: Deirdre has been helping Momo up and onto the couch. There we go . . . / there we go . . . Hey make sure you get blinds up, will you? You don’t want people looking in on you . . .",pending,on or of lower floors of a building,21,21,21,0.5,0.5,0.5,0.5,0.048,0.55,0.5,0.525,True,,,downstairs.a.01,,0.99,3.9120839999999992,B1,3.72,4.59
saving,savings,word,n,economy.n.04,économie,,,"It doesn’t sound good, Dad / —it sounds like you’re in a deep hole— I’m working it out, Aimee— Do you have anything saved? Dad, do you have any / savings?— We don’t have savings, Aimee / we’ve been stretched— —okay, okay well you’re telling us this when you’re drunk / so sorry if I’m getting frustrated . . . || I’m working it out, Aimee— Do you have anything saved? Dad, do you have any / savings?— We don’t have savings, Aimee / we’ve been stretched— —okay, okay well you’re telling us this when you’re drunk / so sorry if I’m getting frustrated . . . —well we haven’t had savings for years.",pending,an act of economizing; reduction in cost,3,3,3,0.5,0.5,0.857,0.143,0.0,0.496,0.554,0.525,True,,,economy.n.04/preservation.n.01/rescue.n.01,,0.99,8.79,B2,4.59,4.479
star,stares,word,v,star.v.02,,,,"to the window, inspects the driving.” So by this point the alley. He stares out the window, guy’s clearly humoring her, rubbing his lower back.",pending,be the star in a performance,1,1,1,0.5,0.5,0.5,1.0,0.0,0.548,0.5,0.524,True,,,star.v.01/star.v.02/star.v.03,,0.99,3.89,B1,5.19,4.91
